2018-04-24 00:01:43.802 [ restartedMain ] - [ INFO  ] [ com.running.coins.RunningclubApplication : 50 ] - Starting RunningclubApplication on DESKTOP-0G0JL5H with PID 15936 (D:\IntellijIDEAWorkSpace\runningcoin\running_coin\backend\target\classes started by guxiang in D:\IntellijIDEAWorkSpace\runningcoin\running_coin\backend)
2018-04-24 00:12:20.439 [ restartedMain ] - [ INFO  ] [ s.d.spring.web.scanners.ApiListingReferenceScanner : 72 ] - Request mapping: submitRecord belongs to groups: [[ResourceGroup{groupName='running-controller', position=0, controller=com.running.coins.controller.RunningController}]] 
2018-04-24 00:12:20.440 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method submitTarget was running-controller
2018-04-24 00:12:20.440 [ restartedMain ] - [ INFO  ] [ s.d.spring.web.scanners.ApiListingReferenceScanner : 72 ] - Request mapping: submitTarget belongs to groups: [[ResourceGroup{groupName='running-controller', position=0, controller=com.running.coins.controller.RunningController}]] 
2018-04-24 00:12:20.441 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method vote was vote-controller
2018-04-24 00:12:20.441 [ restartedMain ] - [ INFO  ] [ s.d.spring.web.scanners.ApiListingReferenceScanner : 72 ] - Request mapping: vote belongs to groups: [[ResourceGroup{groupName='vote-controller', position=0, controller=com.running.coins.controller.VoteController}]] 
2018-04-24 00:12:20.446 [ restartedMain ] - [ INFO  ] [ s.d.spring.web.scanners.ApiListingReferenceScanner : 84 ] - Created resource listing Path: /default/vote-controller Description: vote-controller Position: 0
2018-04-24 00:12:20.448 [ restartedMain ] - [ INFO  ] [ s.d.spring.web.scanners.ApiListingReferenceScanner : 84 ] - Created resource listing Path: /default/running-controller Description: running-controller Position: 0
2018-04-24 00:12:20.449 [ restartedMain ] - [ INFO  ] [ s.d.spring.web.scanners.ApiListingReferenceScanner : 84 ] - Created resource listing Path: /default/front-controller Description: front-controller Position: 0
2018-04-24 00:12:20.481 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.WeeklyReportRequest(false)
2018-04-24 00:12:20.481 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.request.WeeklyReportRequest(false)
2018-04-24 00:12:20.487 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.WeeklyReportRequest(false)
2018-04-24 00:12:20.487 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.WeeklyReportRequest(false)
2018-04-24 00:12:20.532 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.WeeklyReportRequest(false)
2018-04-24 00:12:20.532 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.request.WeeklyReportRequest(false)
2018-04-24 00:12:20.535 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.WeeklyReportRequest(false)
2018-04-24 00:12:20.536 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.WeeklyReportRequest(false)
2018-04-24 00:12:20.541 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.542 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.543 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.545 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.553 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.554 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.554 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.555 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.556 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.OperationsKeyGenerator : 51 ] - Cache key generated: /front/everyone/weekly/report.com.running.coins.controller.FrontController.getEveryoneWeeklyReport.DefaultGenericTypeNamingStrategy
2018-04-24 00:12:20.556 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache operations with key /front/everyone/weekly/report.com.running.coins.controller.FrontController.getEveryoneWeeklyReport.DefaultGenericTypeNamingStrategy
2018-04-24 00:12:20.576 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method getEveryoneWeeklyReport was front-controller
2018-04-24 00:12:20.598 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method getEveryoneWeeklyReport was front-controller
2018-04-24 00:12:20.611 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.CurrentUserWeeklyReportRequest(false)
2018-04-24 00:12:20.611 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.request.CurrentUserWeeklyReportRequest(false)
2018-04-24 00:12:20.611 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.CurrentUserWeeklyReportRequest(false)
2018-04-24 00:12:20.611 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.CurrentUserWeeklyReportRequest(false)
2018-04-24 00:12:20.613 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.CurrentUserWeeklyReportRequest(false)
2018-04-24 00:12:20.613 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.request.CurrentUserWeeklyReportRequest(false)
2018-04-24 00:12:20.613 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.CurrentUserWeeklyReportRequest(false)
2018-04-24 00:12:20.614 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.CurrentUserWeeklyReportRequest(false)
2018-04-24 00:12:20.614 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.615 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.615 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.616 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.617 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.OperationsKeyGenerator : 51 ] - Cache key generated: /front/user/weekly/report.com.running.coins.controller.FrontController.getUserWeeklyReport.DefaultGenericTypeNamingStrategy
2018-04-24 00:12:20.617 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache operations with key /front/user/weekly/report.com.running.coins.controller.FrontController.getUserWeeklyReport.DefaultGenericTypeNamingStrategy
2018-04-24 00:12:20.619 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method getUserWeeklyReport was front-controller
2018-04-24 00:12:20.620 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method getUserWeeklyReport was front-controller
2018-04-24 00:12:20.622 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.UserJoinRequest(false)
2018-04-24 00:12:20.622 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.request.UserJoinRequest(false)
2018-04-24 00:12:20.622 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.UserJoinRequest(false)
2018-04-24 00:12:20.623 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.UserJoinRequest(false)
2018-04-24 00:12:20.625 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.UserJoinRequest(false)
2018-04-24 00:12:20.625 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.request.UserJoinRequest(false)
2018-04-24 00:12:20.626 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.UserJoinRequest(false)
2018-04-24 00:12:20.626 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.UserJoinRequest(false)
2018-04-24 00:12:20.627 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.627 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.628 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.628 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.628 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.OperationsKeyGenerator : 51 ] - Cache key generated: /front/user/join.com.running.coins.controller.FrontController.userJoin.DefaultGenericTypeNamingStrategy
2018-04-24 00:12:20.628 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache operations with key /front/user/join.com.running.coins.controller.FrontController.userJoin.DefaultGenericTypeNamingStrategy
2018-04-24 00:12:20.630 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method userJoin was front-controller
2018-04-24 00:12:20.631 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method userJoin was front-controller
2018-04-24 00:12:20.638 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.SubmitUserSportRecordRequest(false)
2018-04-24 00:12:20.639 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.request.SubmitUserSportRecordRequest(false)
2018-04-24 00:12:20.639 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.SubmitUserSportRecordRequest(false)
2018-04-24 00:12:20.639 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.SubmitUserSportRecordRequest(false)
2018-04-24 00:12:20.641 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.SubmitUserSportRecordRequest(false)
2018-04-24 00:12:20.641 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.request.SubmitUserSportRecordRequest(false)
2018-04-24 00:12:20.642 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.SubmitUserSportRecordRequest(false)
2018-04-24 00:12:20.642 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.SubmitUserSportRecordRequest(false)
2018-04-24 00:12:20.643 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.644 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.645 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.645 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.645 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.OperationsKeyGenerator : 51 ] - Cache key generated: /submit/sport/record.com.running.coins.controller.RunningController.submitRecord.DefaultGenericTypeNamingStrategy
2018-04-24 00:12:20.645 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache operations with key /submit/sport/record.com.running.coins.controller.RunningController.submitRecord.DefaultGenericTypeNamingStrategy
2018-04-24 00:12:20.646 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method submitRecord was running-controller
2018-04-24 00:12:20.648 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method submitRecord was running-controller
2018-04-24 00:12:20.650 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.SubmitUserSportTargetRequest(false)
2018-04-24 00:12:20.650 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.request.SubmitUserSportTargetRequest(false)
2018-04-24 00:12:20.650 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.SubmitUserSportTargetRequest(false)
2018-04-24 00:12:20.650 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.SubmitUserSportTargetRequest(false)
2018-04-24 00:12:20.652 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.SubmitUserSportTargetRequest(false)
2018-04-24 00:12:20.652 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.request.SubmitUserSportTargetRequest(false)
2018-04-24 00:12:20.653 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.SubmitUserSportTargetRequest(false)
2018-04-24 00:12:20.653 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.SubmitUserSportTargetRequest(false)
2018-04-24 00:12:20.653 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.653 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.654 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.654 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.654 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.OperationsKeyGenerator : 51 ] - Cache key generated: /submit/sport/target.com.running.coins.controller.RunningController.submitTarget.DefaultGenericTypeNamingStrategy
2018-04-24 00:12:20.654 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache operations with key /submit/sport/target.com.running.coins.controller.RunningController.submitTarget.DefaultGenericTypeNamingStrategy
2018-04-24 00:12:20.655 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method submitTarget was running-controller
2018-04-24 00:12:20.656 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method submitTarget was running-controller
2018-04-24 00:12:20.658 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.658 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.659 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.659 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 00:12:20.659 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.VoteRequest(false)
2018-04-24 00:12:20.659 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.request.VoteRequest(false)
2018-04-24 00:12:20.660 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.VoteRequest(false)
2018-04-24 00:12:20.660 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.VoteRequest(false)
2018-04-24 00:12:20.662 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.VoteRequest(false)
2018-04-24 00:12:20.662 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.request.VoteRequest(false)
2018-04-24 00:12:20.662 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.VoteRequest(false)
2018-04-24 00:12:20.663 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.VoteRequest(false)
2018-04-24 00:12:20.663 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.OperationsKeyGenerator : 51 ] - Cache key generated: /vote.com.running.coins.controller.VoteController.vote.DefaultGenericTypeNamingStrategy
2018-04-24 00:12:20.663 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache operations with key /vote.com.running.coins.controller.VoteController.vote.DefaultGenericTypeNamingStrategy
2018-04-24 00:12:20.665 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method vote was vote-controller
2018-04-24 00:12:20.666 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method vote was vote-controller
2018-04-24 00:12:20.682 [ restartedMain ] - [ INFO  ] [ org.apache.coyote.http11.Http11NioProtocol : 180 ] - Starting ProtocolHandler ["https-jsse-nio-443"]
2018-04-24 00:12:21.228 [ restartedMain ] - [ INFO  ] [ org.apache.tomcat.util.net.NioSelectorPool : 180 ] - Using a shared selector for servlet write/read
2018-04-24 00:12:21.263 [ restartedMain ] - [ INFO  ] [ com.running.coins.RunningclubApplication : 59 ] - Started RunningclubApplication in 29.294 seconds (JVM running for 31.053)
2018-04-24 00:12:32.506 [ https-jsse-nio-443-exec-9 ] - [ INFO  ] [ org.apache.tomcat.util.http.parser.Cookie : 180 ] - A cookie header was received [1524498019; Hm_lpvt_ba7c84ce230944c13900faeba642b2b4=1524498019] that contained an invalid cookie. That cookie will be ignored.Note: further occurrences of this error will be logged at DEBUG level.
2018-04-24 00:12:32.515 [ https-jsse-nio-443-exec-9 ] - [ INFO  ] [ o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] : 180 ] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2018-04-24 00:12:42.748 [ https-jsse-nio-443-exec-9 ] - [ ERROR ] [ com.running.coins.service.FrontServices : 83 ] - nested exception is org.apache.ibatis.binding.BindingException: Parameter 'userGroupId' not found. Available parameters are [arg2, arg1, arg0, param3, param1, param2]
org.mybatis.spring.MyBatisSystemException: nested exception is org.apache.ibatis.binding.BindingException: Parameter 'userGroupId' not found. Available parameters are [arg2, arg1, arg0, param3, param1, param2]
	at org.mybatis.spring.MyBatisExceptionTranslator.translateExceptionIfPossible(MyBatisExceptionTranslator.java:77)
	at org.mybatis.spring.SqlSessionTemplate$SqlSessionInterceptor.invoke(SqlSessionTemplate.java:446)
	at com.sun.proxy.$Proxy100.selectOne(Unknown Source)
	at org.mybatis.spring.SqlSessionTemplate.selectOne(SqlSessionTemplate.java:166)
	at org.apache.ibatis.binding.MapperMethod.execute(MapperMethod.java:83)
	at org.apache.ibatis.binding.MapperProxy.invoke(MapperProxy.java:59)
	at com.sun.proxy.$Proxy114.selectByUserGroupIdAndTimeRange(Unknown Source)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection(AopUtils.java:344)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.invokeJoinpoint(ReflectiveMethodInvocation.java:197)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:163)
	at org.springframework.dao.support.PersistenceExceptionTranslationInterceptor.invoke(PersistenceExceptionTranslationInterceptor.java:139)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:185)
	at org.springframework.aop.framework.JdkDynamicAopProxy.invoke(JdkDynamicAopProxy.java:212)
	at com.sun.proxy.$Proxy115.selectByUserGroupIdAndTimeRange(Unknown Source)
	at com.running.coins.service.FrontServices.setUserJoinResponse(FrontServices.java:191)
	at com.running.coins.service.FrontServices.userJoin(FrontServices.java:77)
	at com.running.coins.controller.FrontController.userJoin(FrontController.java:38)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:209)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:136)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:102)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:877)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:783)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:991)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:925)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:974)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:877)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:661)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:851)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:742)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:52)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:99)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
